,Precinct Name,Registered Voters,Trump Election Day,Trump Absentee,Trump Total,Biden Election Day,Biden Absentee,Biden Total,Rocky Election Day,Rocky Absentee,Rocky Total,Don Election Day,Don Absentee,Don Total,Ricki Election Day,Ricki Absentee,Ricki Total,Howie Election Day,Howie Absentee,Howie Total,Jo Election Day,Jo Absentee,Jo Total,Brock Election Day,Brock Absentee,Brock Total,Kayne Election Day,Kayne Absentee,Kayne Total,Write-in Election Day,Write-in Absentee,Write-in Total,Total Votes,Precinct
1264,Forster Community Building N,1162,358,397,755,37,105,142,0,0,0,0,0,0,0,0,0,0,1,1,8,2,10,0,0,0,0,0,0,0,2,2,910,Lyon Forster Community Building N
1265,Forster Community Building S,1736,519,547,1066,52,187,239,1,0,1,0,0,0,0,0,0,1,1,2,4,8,12,0,0,0,0,1,1,1,1,2,1323,Lyon Forster Community Building S
1266,AD / MN / PG / UN,741,279,214,493,29,62,91,0,0,0,0,1,1,0,0,0,1,0,1,4,3,7,0,0,0,0,0,0,1,0,1,594,Mahaska AD / MN / PG / UN
1267,BO / ST,820,364,241,605,27,74,101,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,0,0,0,0,0,0,0,5,5,719,Mahaska BO / ST
1268,CE / HA / WO,1383,481,394,875,49,158,207,1,1,2,1,0,1,1,0,1,0,0,0,3,1,4,0,2,2,1,0,1,2,1,3,1096,Mahaska CE / HA / WO
1269,E-W DM / JF,535,204,127,331,24,52,76,0,0,0,0,1,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,1,413,Mahaska E-W DM / JF
1270,GF / LN / MD,1423,361,556,917,30,156,186,0,1,1,0,0,0,0,0,0,0,0,0,7,6,13,0,1,1,0,1,1,0,0,0,1119,Mahaska GF / LN / MD
1271,Oskaloosa 1st Ward,1741,292,381,673,95,261,356,0,1,1,1,0,1,1,0,1,1,0,1,10,8,18,0,0,0,3,2,5,0,1,1,1057,Mahaska Oskaloosa 1st Ward
1272,Oskaloosa 2nd Ward,1962,327,558,885,90,334,424,0,0,0,0,0,0,0,0,0,2,0,2,18,9,27,0,0,0,2,0,2,0,2,2,1342,Mahaska Oskaloosa 2nd Ward
1273,Oskaloosa 3rd Ward/ Univ Park,2272,402,738,1140,85,422,507,2,0,2,1,2,3,0,0,0,2,1,3,10,9,19,0,0,0,2,1,3,0,4,4,1681,Mahaska Oskaloosa 3rd Ward/ Univ Park
1274,OS4 / LN,1948,331,544,875,99,428,527,0,1,1,1,1,2,0,0,0,2,2,4,17,6,23,0,0,0,1,5,6,1,2,3,1441,Mahaska OS4 / LN
1275,PR / RL,1542,556,407,963,59,184,243,0,1,1,0,0,0,0,0,0,1,1,2,5,2,7,0,0,0,0,0,0,0,2,2,1218,Mahaska PR / RL
1276,SP / KE,861,232,308,540,24,152,176,0,0,0,0,1,1,0,0,0,0,0,0,3,1,4,0,1,1,0,1,1,1,0,1,724,Mahaska SP / KE
1277,BANGOR/LISCOMB,0,198,103,301,51,86,137,2,0,2,1,0,1,0,0,0,0,0,0,4,1,5,0,0,0,0,1,1,0,0,0,447,Marshall BANGOR/LISCOMB
1278,EDEN/LOGAN,0,461,183,644,112,209,321,0,0,0,0,2,2,0,0,0,2,0,2,13,1,14,0,0,0,1,0,1,0,0,0,984,Marshall EDEN/LOGAN
1279,GREEN CASTLE,0,242,123,365,56,115,171,0,0,0,0,0,0,1,0,1,2,0,2,12,2,14,1,0,1,1,1,2,0,0,0,556,Marshall GREEN CASTLE
1280,JEFFERSON,0,180,131,311,54,107,161,0,0,0,0,0,0,0,0,0,1,0,1,3,2,5,0,0,0,1,0,1,2,0,2,481,Marshall JEFFERSON
1281,LEGRAND,0,359,186,545,133,167,300,1,0,1,0,0,0,0,0,0,0,1,1,14,3,17,0,0,0,0,1,1,2,0,2,867,Marshall LEGRAND
1282,LIBERTY/MINERVA,0,201,89,290,57,53,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,402,Marshall LIBERTY/MINERVA
1283,MARIETTA/WASHINGTON,0,189,141,330,16,109,125,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,1,1,464,Marshall MARIETTA/WASHINGTON
1284,MARION/VIENNA,0,257,198,455,56,191,247,0,0,0,1,0,1,0,0,0,1,0,1,6,5,11,0,0,0,1,0,1,1,0,1,717,Marshall MARION/VIENNA
1285,1-1 PUBLIC LIBRARY,0,87,94,181,144,294,438,0,0,0,0,0,0,0,0,0,1,0,1,0,5,5,0,1,1,0,1,1,0,0,0,627,Marshall 1-1 PUBLIC LIBRARY
1286,1-2 PUBLIC LIBRARY,0,125,177,302,117,383,500,0,2,2,0,1,1,1,0,1,1,2,3,3,5,8,0,1,1,4,1,5,0,4,4,827,Marshall 1-2 PUBLIC LIBRARY
1287,2-1 IVH MALLOY HALL,0,148,343,491,124,573,697,1,3,4,2,0,2,0,1,1,0,4,4,6,15,21,0,0,0,1,3,4,1,1,2,1226,Marshall 2-1 IVH MALLOY HALL
1288,2-2 IVH MALLOY HALL,0,262,562,824,147,715,862,2,0,2,0,2,2,0,0,0,3,1,4,16,10,26,0,1,1,3,5,8,0,4,4,1733,Marshall 2-2 IVH MALLOY HALL
1289,3-1 FISHER COMMUNITY CENTER,0,244,509,753,145,615,760,0,2,2,0,0,0,0,3,3,0,1,1,5,7,12,0,0,0,2,2,4,0,2,2,1537,Marshall 3-1 FISHER COMMUNITY CENTER
1290,3-2 FISHER COMMUNITY CENTER,0,291,663,954,166,836,1002,0,1,1,0,2,2,0,0,0,0,4,4,13,10,23,0,1,1,1,4,5,1,6,7,1999,Marshall 3-2 FISHER COMMUNITY CENTER
1291,4-1 REDEEMER LUTHERAN CHURCH,0,177,358,535,173,533,706,0,0,0,1,4,5,0,1,1,0,0,0,8,6,14,0,1,1,2,3,5,1,1,2,1269,Marshall 4-1 REDEEMER LUTHERAN CHURCH
1292,4-2 REDEEMER LUTHERAN CHURCH,0,299,444,743,167,609,776,2,0,2,0,2,2,0,0,0,0,6,6,6,8,14,0,0,0,2,2,4,0,7,7,1554,Marshall 4-2 REDEEMER LUTHERAN CHURCH
1293,STATE CENTER,0,478,229,707,150,233,383,0,0,0,3,0,3,0,1,1,1,0,1,4,3,7,0,0,0,2,2,4,1,2,3,1109,Marshall STATE CENTER
1294,TAYLOR,0,195,190,385,77,189,266,0,0,0,0,1,1,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,657,Marshall TAYLOR
1295,Timber Creek Township,0,156,299,455,24,190,214,0,1,1,0,0,0,0,0,0,0,0,0,4,2,6,1,0,1,1,0,1,1,1,2,680,Marshall Timber Creek Township
1296,Our Savior's Lutheran Church,0,236,208,444,49,197,246,0,0,0,0,0,0,0,0,0,1,2,3,5,2,7,0,1,1,0,0,0,0,0,0,701,Mitchell Our Savior's Lutheran Church
1297,Osage Public Library,0,127,126,253,33,153,186,0,0,0,1,0,1,1,0,1,0,1,1,1,5,6,0,0,0,0,0,0,0,0,0,448,Mitchell Osage Public Library
1298,Mitchell County Courthouse,0,280,488,768,57,361,418,1,0,1,0,1,1,0,1,1,1,1,2,9,6,15,0,0,0,0,0,0,0,1,1,1207,Mitchell Mitchell County Courthouse
1299,Osage City Hall,0,103,144,247,32,181,213,0,1,1,0,1,1,1,1,2,0,0,0,2,2,4,0,0,0,1,0,1,0,1,1,470,Mitchell Osage City Hall
1300,Riceville City Hall,0,318,274,592,82,217,299,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,2,2,0,0,0,901,Mitchell Riceville City Hall
1301,Stacyville Public Library,0,235,151,386,52,131,183,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,1,1,2,576,Mitchell Stacyville Public Library
1302,South Square,0,563,424,987,145,363,508,1,0,1,0,3,3,0,0,0,0,1,1,8,5,13,0,0,0,1,2,3,1,2,3,1519,Mitchell South Square
1303,No. 1 - Albia First Ward,667,196,147,343,39,130,169,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,518,Monroe No. 1 - Albia First Ward
1304,No. 2 - Albia Second Ward,595,177,137,314,34,85,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,436,Monroe No. 2 - Albia Second Ward
1305,No. 3 - Albia Third Ward,519,130,106,236,23,110,133,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,373,Monroe No. 3 - Albia Third Ward
1306,No. 4 - Albia Fourth Ward,602,171,122,293,33,113,146,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,1,2,3,0,2,2,447,Monroe No. 4 - Albia Fourth Ward
1307,"No. 5 - Courthouse (PL,GL,TR,MT,UR,MN)",1611,416,621,1037,39,237,276,0,1,1,0,0,0,0,1,1,0,0,0,2,1,3,0,0,0,0,1,1,0,0,0,1319,"Monroe No. 5 - Courthouse (PL,GL,TR,MT,UR,MN)"
1308,"No. 6 - Lovilia Comm Center (LV Cty,BC,CE,UN Twps)",806,315,184,499,42,96,138,0,0,0,0,0,0,0,0,0,2,0,2,3,1,4,0,0,0,0,0,0,0,0,0,643,"Monroe No. 6 - Lovilia Comm Center (LV Cty,BC,CE,UN Twps)"
1309,"No. 7 - St. Patrick's Church (ML Cty,FR,JK,WY)",413,159,94,253,24,73,97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,352,"Monroe No. 7 - St. Patrick's Church (ML Cty,FR,JK,WY)"
1310,Barton Deer Creek Union Grafton,0,245,107,352,63,107,170,1,0,1,1,1,2,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,2,0,2,532,Worth Barton Deer Creek Union Grafton
1311,Lincoln Manly,0,327,112,439,163,229,392,2,1,3,1,0,1,0,0,0,4,1,5,5,5,10,0,2,2,0,1,1,0,1,1,854,Worth Lincoln Manly
1312,Bristol Silver Lake Joice,0,188,86,274,59,90,149,0,0,0,1,0,1,0,0,0,1,0,1,2,4,6,0,0,0,1,0,1,0,0,0,432,Worth Bristol Silver Lake Joice
1313,Brookfield Kensett,0,203,72,275,45,97,142,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,420,Worth Brookfield Kensett
1314,Danville Hanlontown,0,137,36,173,37,54,91,0,1,1,0,0,0,0,1,1,0,0,0,3,1,4,0,0,0,3,2,5,0,0,0,275,Worth Danville Hanlontown
1315,Fertile,0,210,64,274,52,75,127,0,0,0,1,0,1,0,0,0,0,0,0,2,1,3,0,0,0,1,0,1,0,0,0,406,Worth Fertile
1316,Deer Creek Grove Hartland Northwood,0,559,392,951,147,378,525,0,2,2,3,0,3,0,0,0,1,0,1,7,3,10,0,1,1,3,2,5,0,1,1,1499,Worth Deer Creek Grove Hartland Northwood
1317,Muscatine First,1978,283,412,695,137,582,719,0,0,0,1,0,1,0,0,0,1,2,3,8,6,14,0,1,1,0,1,1,4,3,7,1441,Muscatine Muscatine First
1318,Muscatine Second,1436,216,284,500,115,395,510,0,0,0,0,1,1,1,0,1,1,1,2,9,7,16,0,0,0,2,2,4,0,1,1,1035,Muscatine Muscatine Second
1319,Muscatine Third,1387,191,175,366,154,341,495,2,0,2,0,0,0,0,0,0,2,0,2,9,7,16,0,0,0,2,0,2,1,2,3,886,Muscatine Muscatine Third
1320,Muscatine Fourth,1425,149,169,318,120,319,439,0,0,0,0,0,0,0,0,0,0,1,1,10,6,16,0,0,0,2,1,3,2,0,2,779,Muscatine Muscatine Fourth
1321,Muscatine Fifth,1322,154,190,344,103,284,387,0,0,0,0,0,0,0,0,0,1,2,3,8,10,18,0,0,0,1,1,2,1,0,1,755,Muscatine Muscatine Fifth
1322,Muscatine Sixth,1878,282,426,708,138,566,704,0,0,0,0,0,0,0,0,0,2,3,5,12,17,29,0,0,0,1,1,2,2,2,4,1452,Muscatine Muscatine Sixth
1323,Muscatine Seventh,1373,249,207,456,128,301,429,0,0,0,0,0,0,0,0,0,0,1,1,9,7,16,0,0,0,1,0,1,0,1,1,904,Muscatine Muscatine Seventh
1324,Muscatine Eighth,1322,229,225,454,89,221,310,1,1,2,0,1,1,1,0,1,1,0,1,14,5,19,1,0,1,2,1,3,0,0,0,792,Muscatine Muscatine Eighth
1325,Muscatine Ninth,1639,203,275,478,111,440,551,0,0,0,0,3,3,0,1,1,1,6,7,9,11,20,0,0,0,1,1,2,0,0,0,1062,Muscatine Muscatine Ninth
1326,Muscatine Tenth,1966,257,322,579,158,438,596,0,1,1,1,2,3,0,0,0,3,2,5,11,11,22,0,1,1,0,1,1,1,2,3,1211,Muscatine Muscatine Tenth
1327,Bloomington,1942,403,566,969,130,468,598,0,0,0,1,1,2,0,0,0,1,1,2,4,4,8,0,1,1,2,0,2,2,5,7,1589,Muscatine Bloomington
1328,Fruitland One,1033,337,186,523,104,133,237,0,0,0,1,0,1,0,0,0,1,1,2,8,0,8,1,0,1,0,3,3,0,0,0,775,Muscatine Fruitland One
1329,Fruitland Two/Lake,731,138,206,344,38,189,227,0,0,0,0,0,0,0,1,1,1,0,1,4,6,10,0,0,0,0,0,0,0,1,1,584,Muscatine Fruitland Two/Lake
1330,Fulton/Montpelier,1244,389,269,658,89,213,302,0,0,0,0,1,1,0,0,0,2,0,2,5,2,7,0,0,0,1,1,2,1,1,2,974,Muscatine Fulton/Montpelier
1331,Goshen,413,113,54,167,47,67,114,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,0,0,0,0,0,0,0,0,0,292,Muscatine Goshen
1332,Orono,316,104,26,130,41,38,79,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,0,0,0,0,1,1,0,0,0,215,Muscatine Orono
1333,Pike,599,196,83,279,62,95,157,0,0,0,1,0,1,1,0,1,0,2,2,4,2,6,0,1,1,1,1,2,0,1,1,450,Muscatine Pike
1334,Seventy-Six/Cedar,456,164,63,227,34,113,147,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4,1,0,1,0,0,0,0,0,0,380,Muscatine Seventy-Six/Cedar
1335,Sweetland,1326,341,311,652,74,273,347,2,0,2,1,0,1,1,2,3,0,1,1,8,1,9,0,0,0,1,0,1,0,2,2,1018,Muscatine Sweetland
1336,West Liberty1/Wapsie,1650,332,160,492,304,441,745,0,1,1,1,0,1,0,0,0,1,2,3,5,2,7,1,0,1,0,1,1,1,1,2,1253,Muscatine West Liberty1/Wapsie
1337,West Liberty 2,1085,103,63,166,219,240,459,0,0,0,1,1,2,0,1,1,0,1,1,7,1,8,0,0,0,0,1,1,2,1,3,641,Muscatine West Liberty 2
1338,Wilton City,2023,551,287,838,233,390,623,0,0,0,0,2,2,0,0,0,4,0,4,18,5,23,0,1,1,1,1,2,0,2,2,1495,Muscatine Wilton City
1339,Wilton/Moscow,878,279,201,480,57,140,197,0,0,0,0,0,0,0,0,0,2,4,6,3,1,4,0,0,0,1,0,1,0,0,0,688,Muscatine Wilton/Moscow
1340,Ashton Precinct,536,253,122,375,22,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,427,Osceola Ashton Precinct
1341,Harris Precinct,231,123,26,149,16,13,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,182,Osceola Harris Precinct
1342,May City Precinct,214,105,39,144,6,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,Osceola May City Precinct
1343,Melvin Precinct,334,137,85,222,23,21,44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,268,Osceola Melvin Precinct
1344,Ocheyedan Precinct,422,184,73,257,40,26,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,324,Osceola Ocheyedan Precinct
1345,Osceola 1 Precinct,781,215,230,445,33,66,99,1,0,1,0,1,1,0,1,1,1,0,1,2,3,5,0,0,0,0,0,0,1,1,2,555,Osceola Osceola 1 Precinct
1346,Osceola 2 Precinct,855,280,231,511,38,92,130,0,0,0,0,0,0,0,1,1,0,2,2,1,4,5,0,0,0,1,0,1,0,0,0,650,Osceola Osceola 2 Precinct
1347,Osceola 3 Precinct,925,315,272,587,53,92,145,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,0,0,0,2,0,2,0,1,1,739,Osceola Osceola 3 Precinct
1348,Emmetsburg Ward 1,619,159,156,315,50,131,181,0,0,0,0,0,0,0,0,0,0,2,2,3,3,6,0,0,0,0,1,1,0,0,0,505,PaloAlto Emmetsburg Ward 1
1349,Emmetsburg Ward 2,575,123,126,249,45,153,198,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,0,0,0,1,0,1,0,0,0,454,PaloAlto Emmetsburg Ward 2
1350,EM Ward 3/SL/pt.HL&WL&EM,1210,295,325,620,81,255,336,0,0,0,1,0,1,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,1,2,3,972,PaloAlto EM Ward 3/SL/pt.HL&WL&EM
1351,EMWard4/FV/FF/FR/IN/VN/ptEM,1233,350,336,686,75,222,297,0,0,0,0,1,1,0,0,0,1,0,1,4,2,6,1,0,1,1,1,2,0,2,2,996,PaloAlto EMWard4/FV/FF/FR/IN/VN/ptEM
1352,GR/RV/LI/pt. HL&WL,1232,379,263,642,92,220,312,0,0,0,0,0,0,1,0,1,0,1,1,6,2,8,0,0,0,0,0,0,1,0,1,965,PaloAlto GR/RV/LI/pt. HL&WL
1353,WB/EL/RL/BO/GO/NV,1242,439,419,858,54,141,195,0,0,0,0,1,1,0,0,0,2,0,2,4,3,7,0,0,0,1,0,1,0,2,2,1066,PaloAlto WB/EL/RL/BO/GO/NV
1354,Swan Lake-N Marshall,1041,342,192,534,72,105,177,0,0,0,0,1,1,0,0,0,0,2,2,7,6,13,0,0,0,1,1,2,0,2,2,731,Pocahontas Swan Lake-N Marshall
1355,DM-Cum-Pow-N Gar-N Sherm-N Roos,961,298,229,527,37,120,157,0,0,0,1,1,2,0,0,0,0,0,0,3,1,4,0,1,1,1,1,2,1,0,1,694,Pocahontas DM-Cum-Pow-N Gar-N Sherm-N Roos
1356,Grant-S Marsh-S Sherman,244,84,96,180,6,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,219,Pocahontas Grant-S Marsh-S Sherman
1357,Pocahontas #1,1103,216,375,591,33,208,241,0,0,0,0,0,0,0,1,1,0,0,0,2,3,5,0,1,1,0,0,0,0,0,0,839,Pocahontas Pocahontas #1
1358,Pocahontas #2,522,97,168,265,18,86,104,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,1,1,373,Pocahontas Pocahontas #2
1359,Cedar-Colfa-Dover,744,248,134,382,46,111,157,0,0,0,0,5,5,0,0,0,0,0,0,4,2,6,1,1,2,0,1,1,0,2,2,555,Pocahontas Cedar-Colfa-Dover
1360,Bell-Liz-S Lake-S Lincoln,517,231,116,347,21,39,60,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,412,Pocahontas Bell-Liz-S Lake-S Lincoln
1361,Athens,401,145,95,240,20,39,59,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,2,0,2,304,Ringgold Athens
1362,Clinton,253,53,87,140,3,47,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,193,Ringgold Clinton
1363,Mount Ayr 1,821,194,256,450,24,171,195,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,649,Ringgold Mount Ayr 1
1364,Mount Ayr 2,821,215,265,480,30,160,190,0,0,0,0,2,2,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,3,1,4,680,Ringgold Mount Ayr 2
1365,Tingley,200,88,45,133,9,21,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,164,Ringgold Tingley
1366,Union,286,82,65,147,21,74,95,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,245,Ringgold Union
1367,Washington,563,248,130,378,31,59,90,0,0,0,1,1,2,0,0,0,0,0,0,2,3,5,1,0,1,1,2,3,0,0,0,479,Ringgold Washington
1368,Alton/Nassau/East Orange,1401,493,374,867,96,180,276,0,0,0,0,0,0,1,0,1,0,0,0,6,4,10,0,0,0,1,0,1,0,0,0,1155,Sioux Alton/Nassau/East Orange
1369,Floyd/Lynn,1024,499,261,760,34,48,82,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,0,2,2,4,0,4,853,Sioux Floyd/Lynn
1370,Grant/Sheridan,1082,557,247,804,45,69,114,0,1,1,0,0,0,0,1,1,2,0,2,9,1,10,0,0,0,2,0,2,0,1,1,935,Sioux Grant/Sheridan
1371,Hawarden/Buncombe/Logan/Washington/Eagle South,1873,733,236,969,212,229,441,0,0,0,0,0,0,0,0,0,2,1,3,8,1,9,0,1,1,0,2,2,0,2,2,1427,Sioux Hawarden/Buncombe/Logan/Washington/Eagle South
1372,Lincoln,1912,937,547,1484,35,98,133,0,0,0,1,0,1,0,0,0,2,1,3,7,1,8,0,0,0,1,1,2,1,2,3,1634,Sioux Lincoln
1373,Orange City No. 1/Holland West,2270,627,760,1387,109,276,385,0,2,2,0,0,0,0,0,0,0,3,3,10,11,21,0,0,0,1,3,4,10,20,30,1832,Sioux Orange City No. 1/Holland West
1374,Orange City No. 2/Holland East/Nassau,2446,637,848,1485,111,304,415,0,0,0,3,2,5,0,0,0,1,1,2,14,14,28,0,0,0,2,0,2,5,3,8,1945,Sioux Orange City No. 2/Holland East/Nassau
1375,Plato/Garfield/Settlers/Sioux/Eagle North,940,476,289,765,19,48,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,836,Sioux Plato/Garfield/Settlers/Sioux/Eagle North
1376,Reading/Center South,698,365,163,528,22,42,64,0,0,0,1,2,3,0,0,0,0,1,1,4,2,6,0,0,0,0,0,0,0,0,0,602,Sioux Reading/Center South
1377,Rock Valley East,1391,686,331,1017,64,84,148,0,0,0,3,0,3,0,1,1,0,1,1,5,1,6,1,0,1,0,0,0,2,0,2,1179,Sioux Rock Valley East
1378,Rock Valley West/Rock,1457,764,378,1142,47,50,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,3,0,3,1245,Sioux Rock Valley West/Rock
1379,Sherman,411,204,127,331,11,14,25,0,0,0,1,1,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,1,1,2,364,Sioux Sherman
1380,Sioux Center North/Capel/Welcome,1619,630,441,1071,58,105,163,0,0,0,1,0,1,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,4,6,10,1253,Sioux Sioux Center North/Capel/Welcome
1381,Sioux Center Central,1462,584,268,852,90,161,251,2,1,3,0,1,1,0,0,0,2,0,2,12,10,22,0,0,0,3,1,4,5,4,9,1144,Sioux Sioux Center Central
1382,Sioux Center South,2478,982,794,1776,114,189,303,0,2,2,3,1,4,0,2,2,1,4,5,21,5,26,0,0,0,0,1,1,11,9,20,2139,Sioux Sioux Center South
1383,West Branch/Center North,566,241,201,442,11,44,55,0,1,1,0,1,1,0,0,0,0,0,0,5,2,7,0,0,0,0,1,1,0,1,1,508,Sioux West Branch/Center North
1384,PERRY/BUCKINGHAM/E. CRYSTAL,1469,540,254,794,155,249,404,1,0,1,2,2,4,1,0,1,2,1,3,9,6,15,1,0,1,1,3,4,4,1,5,1232,Tama PERRY/BUCKINGHAM/E. CRYSTAL
1385,CARLTON,587,185,121,306,66,108,174,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,1,0,1,0,1,1,486,Tama CARLTON
1386,CARROLL/ONEIDA/N. OTTER CREEK,498,222,79,301,42,62,104,0,0,0,0,0,0,0,0,0,1,0,1,2,2,4,0,0,0,0,0,0,1,0,1,411,Tama CARROLL/ONEIDA/N. OTTER CREEK
1387,CLARK/GENESEO,1355,567,206,773,160,210,370,0,0,0,0,0,0,0,0,0,1,2,3,15,5,20,0,0,0,1,0,1,0,2,2,1169,Tama CLARK/GENESEO
1388,COLUMBIA/TAMA,1854,393,286,679,223,429,652,0,0,0,0,0,0,1,0,1,0,1,1,9,4,13,0,0,0,2,1,3,1,4,5,1354,Tama COLUMBIA/TAMA
1389,SPRING CREEK/W. CRYSTAL,1008,388,203,591,89,139,228,0,0,0,1,1,2,0,0,0,2,0,2,6,3,9,0,0,0,0,0,0,3,1,4,836,Tama SPRING CREEK/W. CRYSTAL
1390,GRANT,198,68,62,130,19,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,178,Tama GRANT
1391,HIGHLAND/INDIAN VILLAGE,569,210,110,320,57,107,164,0,0,0,1,0,1,0,0,0,1,1,2,0,3,3,0,0,0,0,0,0,0,0,0,490,Tama HIGHLAND/INDIAN VILLAGE
1392,INDIAN SETTLEMENT,667,19,9,28,324,162,486,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,6,1,7,1,0,1,524,Tama INDIAN SETTLEMENT
1393,S. OTTER CREEK,122,44,19,63,15,21,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,100,Tama S. OTTER CREEK
1394,LINCOLN,261,118,50,168,16,33,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,Tama LINCOLN
1395,RICHLAND/SALT CREEK,415,164,55,219,38,53,91,0,0,0,0,1,1,1,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,316,Tama RICHLAND/SALT CREEK
1396,HOWARD/TOLEDO,436,141,102,243,50,77,127,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,1,0,0,0,374,Tama HOWARD/TOLEDO
1397,TOLEDO CITY,1375,281,204,485,202,353,555,1,0,1,3,0,3,0,0,0,1,2,3,4,6,10,0,1,1,2,1,3,1,1,2,1063,Tama TOLEDO CITY
1398,YORK,363,153,50,203,39,53,92,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,298,Tama YORK
1399,Afton,1063,392,222,614,59,161,220,0,1,1,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,1,1,2,1,2,3,846,Union Afton
1400,Arispe,325,111,81,192,15,58,73,0,0,0,0,0,0,0,1,1,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,271,Union Arispe
1401,CS1 Salem Lutheran Church,785,180,176,356,67,156,223,0,0,0,1,0,1,0,1,1,1,0,1,5,3,8,0,1,1,1,2,3,0,0,0,594,Union CS1 Salem Lutheran Church
1402,CS2 SWCC,1894,402,626,1028,106,371,477,0,0,0,1,2,3,1,0,1,0,2,2,4,7,11,0,0,0,2,1,3,1,2,3,1528,Union CS2 SWCC
1403,CS3 Trinity Lutheran Church,1024,206,217,423,64,272,336,0,1,1,0,0,0,0,0,0,1,1,2,4,1,5,0,0,0,0,1,1,1,1,2,770,Union CS3 Trinity Lutheran Church
1404,CS4 Supertel,1032,209,263,472,57,209,266,2,1,3,2,0,2,0,0,0,2,1,3,3,0,3,0,1,1,0,1,1,1,2,3,754,Union CS4 Supertel
1405,CS5 Crest Baptist Church,1278,291,342,633,82,284,366,1,0,1,0,0,0,0,1,1,1,1,2,7,9,16,0,0,0,1,0,1,0,2,2,1022,Union CS5 Crest Baptist Church
