,Precinct Name,Registered Voters,Trump Election Day,Trump Absentee,Trump Total,Biden Election Day,Biden Absentee,Biden Total,Rocky Election Day,Rocky Absentee,Rocky Total,Don Election Day,Don Absentee,Don Total,Ricki Election Day,Ricki Absentee,Ricki Total,Howie Election Day,Howie Absentee,Howie Total,Jo Election Day,Jo Absentee,Jo Total,Brock Election Day,Brock Absentee,Brock Total,Kayne Election Day,Kayne Absentee,Kayne Total,Write-in Election Day,Write-in Absentee,Write-in Total,Total Votes,Precinct
1406,Lorimor,495,188,104,292,30,70,100,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,1,0,1,400,Union Lorimor
1407,OT/01,1607,287,277,564,97,294,391,0,1,1,0,0,0,0,0,0,0,0,0,12,7,19,0,0,0,3,1,4,2,0,2,981,Wapello OT/01
1408,OT/02,1722,343,377,720,119,444,563,1,0,1,0,1,1,0,0,0,0,0,0,14,6,20,0,0,0,1,0,1,1,0,1,1307,Wapello OT/02
1409,OT/03,2075,379,406,785,160,549,709,0,0,0,0,1,1,2,0,2,2,0,2,13,7,20,0,0,0,4,0,4,1,3,4,1527,Wapello OT/03
1410,OT/04,1255,218,166,384,92,228,320,0,1,1,0,0,0,0,0,0,0,1,1,12,1,13,0,0,0,2,0,2,2,1,3,724,Wapello OT/04
1411,OT/05,1285,164,195,359,78,274,352,1,0,1,0,2,2,0,0,0,1,0,1,4,3,7,0,0,0,2,0,2,0,1,1,725,Wapello OT/05
1412,OT/06,1369,268,192,460,86,264,350,0,0,0,0,1,1,0,0,0,2,1,3,6,1,7,0,0,0,1,1,2,0,1,1,824,Wapello OT/06
1413,OT/07,1308,251,203,454,95,240,335,0,0,0,0,0,0,0,0,0,0,1,1,9,6,15,1,0,1,0,1,1,1,0,1,808,Wapello OT/07
1414,OT/08,1502,365,284,649,83,263,346,0,0,0,0,0,0,0,0,0,3,2,5,11,2,13,0,0,0,0,0,0,0,0,0,1013,Wapello OT/08
1415,OT/09,1625,355,299,654,98,463,561,0,2,2,0,0,0,1,0,1,1,0,1,4,10,14,1,0,1,0,1,1,0,1,1,1236,Wapello OT/09
1416,OT/10,1425,290,234,524,111,323,434,0,0,0,0,1,1,0,0,0,1,2,3,6,2,8,0,0,0,0,1,1,0,1,1,972,Wapello OT/10
1417,AD/BL/PO,966,379,198,577,36,136,172,0,0,0,0,0,0,0,0,0,0,1,1,8,3,11,0,0,0,1,1,2,0,1,1,764,Wapello AD/BL/PO
1418,AGT/AGC/PL,994,389,137,526,82,161,243,0,0,0,0,1,1,0,0,0,0,0,0,5,4,9,1,0,1,0,1,1,0,0,0,781,Wapello AGT/AGC/PL
1419,CS/CH,155,75,13,88,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,113,Wapello CS/CH
1420,CN,977,253,285,538,29,184,213,0,0,0,1,1,2,0,0,0,0,1,1,6,7,13,0,0,0,0,1,1,0,1,1,769,Wapello CN
1421,CB/EV,674,275,80,355,60,74,134,0,0,0,0,0,0,0,0,0,2,0,2,6,0,6,0,0,0,1,1,2,1,0,1,500,Wapello CB/EV
1422,CP,156,63,47,110,5,14,19,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,135,Wapello CP
1423,DA,402,106,116,222,26,84,110,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,2,2,337,Wapello DA
1424,GR,565,224,132,356,30,102,132,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,1,0,1,0,1,1,0,0,0,493,Wapello GR
1425,HI,173,84,35,119,9,18,27,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,149,Wapello HI
1426,KE,612,234,106,340,35,90,125,0,0,0,1,1,2,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,472,Wapello KE
1427,RL/KV,579,186,74,260,30,70,100,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Wapello RL/KV
1428,WA/EL,894,378,94,472,68,95,163,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,642,Wapello WA/EL
1429,Badger-NW Cooper,915,304,199,503,65,188,253,0,1,1,0,1,1,0,0,0,0,1,1,3,1,4,0,0,0,1,1,2,1,1,2,767,Webster Badger-NW Cooper
1430,Clay-Roland,589,278,103,381,32,55,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,471,Webster Clay-Roland
1431,Colfax-Duncombe,410,164,46,210,42,59,101,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,0,0,0,0,0,0,1,2,3,319,Webster Colfax-Duncombe
1432,Cooper Township,220,42,49,91,15,44,59,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,152,Webster Cooper Township
1433,Dayton-Burnside,957,376,166,542,103,140,243,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,1,1,2,3,5,0,0,0,798,Webster Dayton-Burnside
1434,Deer Creek-Jackson,527,230,116,346,45,59,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,454,Webster Deer Creek-Jackson
1435,Douglas Township,844,196,257,453,34,170,204,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,0,0,1,0,1,1,1,2,667,Webster Douglas Township
1436,Elkhorn Township,577,243,125,368,44,79,123,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,493,Webster Elkhorn Township
1437,Fort Dodge #1,1668,301,516,817,76,448,524,1,0,1,1,0,1,0,0,0,0,0,0,8,3,11,0,0,0,2,1,3,4,1,5,1362,Webster Fort Dodge #1
1438,Fort Dodge #2,1477,261,270,531,117,365,482,1,0,1,0,1,1,0,0,0,1,2,3,6,5,11,0,1,1,3,1,4,1,0,1,1035,Webster Fort Dodge #2
1439,Fort Dodge #3,994,221,204,425,74,247,321,0,0,0,0,0,0,0,0,0,0,1,1,4,7,11,0,0,0,2,2,4,1,2,3,765,Webster Fort Dodge #3
1440,Fort Dodge #4,1341,228,284,512,78,302,380,0,0,0,0,0,0,0,1,1,0,3,3,3,1,4,0,1,1,6,0,6,2,0,2,909,Webster Fort Dodge #4
1441,Fort Dodge #5,1403,139,170,309,107,170,277,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,0,1,590,Webster Fort Dodge #5
1442,Fort Dodge #6,569,70,88,158,39,112,151,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,3,5,0,1,1,318,Webster Fort Dodge #6
1443,Fort Dodge #7,1270,139,195,334,98,312,410,0,1,1,0,0,0,0,1,1,2,0,2,7,2,9,0,0,0,1,1,2,1,1,2,761,Webster Fort Dodge #7
1444,Fort Dodge #8,1083,201,170,371,73,274,347,1,0,1,0,0,0,0,0,0,1,1,2,2,1,3,0,0,0,4,4,8,0,0,0,732,Webster Fort Dodge #8
1445,Fort Dodge #9,1127,290,131,421,106,247,353,0,0,0,1,0,1,0,0,0,1,0,1,3,1,4,0,0,0,0,0,0,0,1,1,781,Webster Fort Dodge #9
1446,Fort Dodge #10,1253,201,344,545,70,371,441,0,2,2,0,1,1,0,0,0,2,1,3,4,2,6,1,0,1,0,2,2,0,0,0,1001,Webster Fort Dodge #10
1447,Fort Dodge #11,1756,368,566,934,82,429,511,0,0,0,0,1,1,0,0,0,1,0,1,8,3,11,1,0,1,1,1,2,1,0,1,1462,Webster Fort Dodge #11
1448,Fort Dodge #12,1261,213,290,503,91,306,397,0,0,0,0,0,0,0,0,0,4,0,4,3,5,8,0,0,0,1,2,3,0,0,0,915,Webster Fort Dodge #12
1449,Fulton,308,108,68,176,22,36,58,0,0,0,0,0,0,1,0,1,0,1,1,1,4,5,0,0,0,0,0,0,0,0,0,241,Webster Fulton
1450,Gowrie,780,346,130,476,71,110,181,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,660,Webster Gowrie
1451,Johnson,301,102,60,162,21,56,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,240,Webster Johnson
1452,Lost Grove,348,131,71,202,13,39,52,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,1,0,1,1,260,Webster Lost Grove
1453,Newark,201,83,35,118,13,37,50,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,0,0,0,0,0,0,2,0,2,174,Webster Newark
1454,Otho-Pleasant Valley,1052,395,190,585,80,159,239,1,0,1,1,0,1,0,0,0,0,0,0,2,4,6,0,0,0,2,0,2,1,0,1,835,Webster Otho-Pleasant Valley
1455,Sumner-Webster-Yell-Hardin,580,195,122,317,47,95,142,0,0,0,2,0,2,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,0,0,0,465,Webster Sumner-Webster-Yell-Hardin
1456,Washington Township,230,96,52,148,13,33,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,195,Webster Washington Township
1457,PCT 1 - HE/HI/PL,835,89,328,417,16,286,302,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,2,2,1,2,3,728,Winneshiek PCT 1 - HE/HI/PL
1458,PCT 2 - FR/GL/DEW3/DETSUP1,2270,218,660,878,83,983,1066,0,0,0,0,1,1,0,0,0,0,5,5,6,15,21,0,2,2,2,3,5,4,4,8,1986,Winneshiek PCT 2 - FR/GL/DEW3/DETSUP1
1459,PCT 3 - DEW1/DETSUP2,1956,211,558,769,81,849,930,0,1,1,0,0,0,0,1,1,0,1,1,4,6,10,0,0,0,1,1,2,2,2,4,1718,Winneshiek PCT 3 - DEW1/DETSUP2
1460,PCT 4 - DEW2,1238,93,243,336,64,648,712,0,1,1,0,0,0,1,0,1,1,5,6,5,6,11,0,0,0,0,0,0,0,2,2,1069,Winneshiek PCT 4 - DEW2
1461,PCT 5 - CN/DEW4/DETSUP3,1603,153,329,482,73,541,614,0,1,1,0,0,0,0,1,1,1,3,4,4,5,9,0,0,0,0,1,1,3,0,3,1115,Winneshiek PCT 5 - CN/DEW4/DETSUP3
1462,PCT 6 - DEW5,1040,48,155,203,48,417,465,0,0,0,0,2,2,0,0,0,0,1,1,3,4,7,0,0,0,0,1,1,0,1,1,680,Winneshiek PCT 6 - DEW5
1463,PCT 7 - CA/SP,1557,411,426,837,132,339,471,2,0,2,2,2,4,0,0,0,0,2,2,5,5,10,2,0,2,1,1,2,0,2,2,1332,Winneshiek PCT 7 - CA/SP
1464,PCT 8 - MI/BLM,1159,444,254,698,97,193,290,0,0,0,1,2,3,0,0,0,0,1,1,6,5,11,1,0,1,0,0,0,0,0,0,1004,Winneshiek PCT 8 - MI/BLM
1465,PCT 9 - BLF/BO/FR/LI/MA/OR,1719,447,548,995,88,360,448,0,1,1,0,2,2,2,0,2,1,0,1,8,11,19,0,1,1,0,2,2,3,0,3,1474,Winneshiek PCT 9 - BLF/BO/FR/LI/MA/OR
1466,PCT 10 - JA/SU/WA,993,327,250,577,69,201,270,0,0,0,1,2,3,0,0,0,0,0,0,3,5,8,0,0,0,3,1,4,0,2,2,864,Winneshiek PCT 10 - JA/SU/WA
1467,PCT 11 - DETSUP5,99,8,35,43,4,45,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,94,Winneshiek PCT 11 - DETSUP5
1468,BG,0,411,260,671,128,509,637,0,0,0,1,1,2,0,1,1,1,0,1,6,7,13,0,0,0,1,1,2,3,1,4,1331,df BG
1469,CE,0,157,51,208,39,152,191,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,402,df CE
1470,CC/TF,0,636,414,1050,390,1273,1663,0,0,0,1,1,2,0,0,0,2,3,5,21,27,48,0,0,0,3,1,4,5,3,8,2780,df CC/TF
1471,CV01,0,188,230,418,369,1368,1737,0,1,1,1,1,2,0,1,1,7,5,12,12,25,37,0,0,0,3,1,4,4,9,13,2225,df CV01
1472,CV02,0,213,302,515,184,1122,1306,0,0,0,1,0,1,0,0,0,1,2,3,11,11,22,0,0,0,1,0,1,5,6,11,1859,df CV02
1473,CV03,0,152,183,335,166,683,849,0,0,0,0,0,0,0,0,0,1,0,1,7,7,14,0,1,1,0,1,1,2,2,4,1205,df CV03
1474,CV04,0,105,164,269,215,744,959,1,0,1,1,2,3,0,0,0,1,1,2,5,8,13,0,0,0,1,2,3,3,3,6,1256,df CV04
1475,CV05,0,107,160,267,188,849,1037,1,1,2,0,0,0,0,0,0,2,4,6,7,7,14,0,0,0,3,0,3,3,1,4,1333,df CV05
1476,CV06,0,193,364,557,168,1358,1526,0,0,0,0,2,2,0,0,0,0,1,1,3,15,18,0,1,1,2,1,3,3,9,12,2120,df CV06
1477,CV07,0,206,203,409,231,1089,1320,0,0,0,0,1,1,0,0,0,1,1,2,10,12,22,0,0,0,0,0,0,3,0,3,1757,df CV07
1478,FR/LN/LT,0,440,139,579,178,325,503,1,0,1,0,1,1,0,0,0,0,5,5,12,10,22,1,0,1,2,1,3,2,1,3,1118,df FR/LN/LT
1479,GR,0,67,51,118,49,159,208,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,330,df GR
1480,HD,0,133,52,185,73,105,178,0,0,0,0,1,1,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,1,0,1,370,df HD
1481,HS,0,147,56,203,123,173,296,0,0,0,0,0,0,0,1,1,1,1,2,8,3,11,0,0,0,2,0,2,1,0,1,516,df HS
1482,IC01,0,182,250,432,116,1506,1622,0,0,0,1,2,3,0,0,0,2,3,5,5,12,17,0,0,0,0,6,6,1,2,3,2088,df IC01
1483,IC02,0,108,234,342,142,1255,1397,0,0,0,1,0,1,0,0,0,1,3,4,10,10,20,0,0,0,2,5,7,1,3,4,1775,df IC02
1484,IC03,0,160,56,216,200,388,588,1,0,1,0,0,0,0,0,0,2,3,5,6,2,8,0,0,0,3,3,6,0,0,0,824,df IC03
1485,IC04,0,95,148,243,141,1268,1409,0,0,0,0,0,0,0,0,0,0,5,5,8,12,20,0,0,0,6,0,6,1,6,7,1690,df IC04
1486,IC05,0,137,79,216,234,487,721,0,0,0,0,0,0,0,1,1,3,1,4,3,3,6,0,0,0,3,1,4,1,1,2,954,df IC05
1487,IC06,0,159,225,384,177,1329,1506,0,0,0,0,3,3,0,0,0,1,8,9,6,13,19,0,1,1,4,4,8,0,6,6,1936,df IC06
1488,IC07,0,124,206,330,138,1174,1312,0,0,0,0,0,0,0,0,0,0,1,1,6,8,14,0,0,0,0,1,1,0,2,2,1660,df IC07
1489,IC08,0,199,286,485,169,1297,1466,0,0,0,1,1,2,0,0,0,1,3,4,7,15,22,0,0,0,1,0,1,6,5,11,1991,df IC08
1490,IC09,0,124,169,293,192,1098,1290,0,0,0,0,1,1,0,0,0,0,9,9,11,9,20,0,1,1,5,0,5,2,4,6,1625,df IC09
1491,IC10/ELSW,0,143,227,370,170,893,1063,0,1,1,1,3,4,2,0,2,1,1,2,4,7,11,0,0,0,1,2,3,4,4,8,1464,df IC10/ELSW
1492,IC11,0,296,198,494,330,1109,1439,0,0,0,0,0,0,0,0,0,1,4,5,12,14,26,0,0,0,2,2,4,4,3,7,1975,df IC11
1493,IC12/ELSE,0,138,235,373,230,1072,1302,0,0,0,0,0,0,0,1,1,2,8,10,9,16,25,1,1,2,1,1,2,0,1,1,1716,df IC12/ELSE
1494,IC13,0,115,124,239,179,873,1052,0,0,0,0,0,0,0,0,0,1,2,3,8,13,21,0,0,0,4,6,10,0,3,3,1328,df IC13
1495,IC14,0,71,113,184,173,1051,1224,0,0,0,1,1,2,0,0,0,3,4,7,8,15,23,0,0,0,4,0,4,0,2,2,1446,df IC14
1496,IC15,0,128,138,266,246,803,1049,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,1,0,1,1,1,2,1,2,3,1335,df IC15
1497,IC16,0,109,168,277,171,1287,1458,0,0,0,0,2,2,0,0,0,1,3,4,5,1,6,0,0,0,0,3,3,2,2,4,1754,df IC16
1498,IC17,0,92,117,209,200,1464,1664,0,3,3,1,0,1,0,1,1,0,8,8,10,2,12,0,0,0,0,4,4,2,4,6,1908,df IC17
1499,IC18,0,71,83,154,199,1399,1598,0,0,0,0,0,0,0,0,0,1,10,11,5,8,13,0,0,0,2,0,2,2,2,4,1782,df IC18
1500,IC19,0,133,72,205,268,626,894,0,0,0,0,0,0,0,0,0,2,9,11,13,7,20,0,0,0,2,1,3,2,2,4,1137,df IC19
1501,IC20,0,165,126,291,236,894,1130,0,0,0,0,1,1,0,0,0,3,3,6,6,6,12,0,0,0,4,0,4,3,4,7,1451,df IC20
1502,IC21,0,130,91,221,225,1026,1251,0,0,0,0,0,0,0,0,0,2,5,7,13,6,19,0,0,0,1,0,1,2,4,6,1505,df IC21
1503,IC22,0,91,133,224,135,952,1087,0,1,1,0,1,1,0,0,0,2,1,3,6,5,11,0,0,0,1,2,3,1,1,2,1332,df IC22
1504,IC23,0,140,251,391,179,1572,1751,0,0,0,0,0,0,0,0,0,2,8,10,2,14,16,0,0,0,0,1,1,2,7,9,2178,df IC23
1505,IC24,0,289,394,683,245,1742,1987,0,3,3,1,3,4,0,0,0,2,2,4,3,20,23,1,0,1,2,3,5,6,14,20,2730,df IC24
1506,JE/SH,0,600,340,940,225,588,813,0,0,0,1,0,1,0,0,0,0,2,2,6,3,9,0,0,0,3,2,5,3,1,4,1774,df JE/SH
1507,JW/MN/SW,0,457,329,786,188,603,791,0,1,1,0,1,1,1,0,1,1,4,5,10,9,19,0,0,0,3,1,4,4,0,4,1612,df JW/MN/SW
1508,LB/PV,0,140,55,195,52,174,226,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,1,1,428,df LB/PV
1509,NP,0,360,305,665,136,873,1009,0,0,0,0,3,3,1,0,1,0,2,2,1,8,9,0,0,0,0,0,0,1,2,3,1692,df NP
1510,NL01,0,260,280,540,267,857,1124,0,0,0,1,1,2,0,0,0,3,2,5,6,14,20,0,0,0,2,3,5,6,0,6,1702,df NL01
1511,NL02,0,268,266,534,210,817,1027,0,1,1,2,1,3,0,0,0,0,1,1,14,11,25,0,0,0,3,2,5,2,3,5,1601,df NL02
1512,NL03,0,391,404,795,315,1254,1569,0,0,0,0,2,2,1,2,3,2,1,3,19,18,37,1,1,2,1,4,5,6,4,10,2426,df NL03
1513,NL04,0,224,183,407,253,740,993,0,0,0,2,0,2,0,0,0,2,2,4,12,6,18,1,0,1,0,1,1,6,1,7,1433,df NL04
1514,NL05,0,189,197,386,211,753,964,0,0,0,0,1,1,1,0,1,2,1,3,10,9,19,0,0,0,1,0,1,2,1,3,1378,df NL05
1515,NL06/MD/CCN,0,536,519,1055,348,1458,1806,0,2,2,0,0,0,0,0,0,1,0,1,22,35,57,0,1,1,0,1,1,8,3,11,2934,df NL06/MD/CCN
1516,OX,0,312,125,437,179,276,455,0,0,0,0,1,1,0,1,1,0,1,1,9,5,14,0,2,2,1,3,4,0,4,4,919,df OX
1517,PN/ELN,0,254,419,673,111,1329,1440,0,0,0,0,0,0,0,1,1,0,2,2,8,12,20,0,1,1,2,1,3,1,5,6,2146,df PN/ELN
1518,SC/WB,0,164,171,335,153,517,670,1,0,1,0,0,0,0,0,0,2,1,3,7,11,18,0,0,0,1,0,1,0,0,0,1028,df SC/WB
1519,SN,0,171,62,233,42,105,147,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,1,1,0,1,385,df SN
1520,SO,0,519,253,772,273,585,858,0,0,0,0,0,0,1,1,2,0,1,1,19,10,29,0,0,0,1,2,3,3,2,5,1670,df SO
1521,UN,0,112,97,209,57,217,274,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,486,df UN
1522,UH,0,66,67,133,125,525,650,0,0,0,0,1,1,0,0,0,0,0,0,4,5,9,0,0,0,2,3,5,3,2,5,803,df UH
1523,WS,0,211,101,312,57,163,220,0,2,2,1,0,1,0,0,0,1,0,1,7,2,9,0,0,0,0,0,0,2,4,6,551,df WS
1524,WL,0,113,99,212,115,356,471,0,0,0,2,1,3,0,1,1,1,1,2,3,0,3,1,1,2,1,1,2,0,1,1,697,df WL
1525,Cedar Rapids 01,2177,402,412,814,230,703,933,0,0,0,0,0,0,1,0,1,0,5,5,9,13,22,0,0,0,0,1,1,1,5,6,1782,df Cedar Rapids 01
1526,Cedar Rapids 02,1800,282,247,529,225,574,799,0,0,0,4,3,7,0,0,0,2,2,4,14,13,27,0,0,0,3,2,5,1,8,9,1380,df Cedar Rapids 02
1527,Cedar Rapids 03,1953,299,348,647,144,825,969,0,1,1,1,2,3,0,0,0,2,1,3,6,21,27,0,1,1,2,0,2,0,3,3,1656,df Cedar Rapids 03
1528,Cedar Rapids 04,1695,316,299,615,113,654,767,0,1,1,0,0,0,0,0,0,2,2,4,10,11,21,0,0,0,2,1,3,1,2,3,1414,df Cedar Rapids 04
1529,Cedar Rapids 05,2204,301,330,631,194,899,1093,0,0,0,0,1,1,0,0,0,1,3,4,17,16,33,1,1,2,2,0,2,0,6,6,1772,df Cedar Rapids 05
1530,Cedar Rapids 06,2299,351,396,747,225,829,1054,0,0,0,1,2,3,0,1,1,2,2,4,16,21,37,0,0,0,1,2,3,2,7,9,1858,df Cedar Rapids 06
1531,Cedar Rapids 07,1393,138,220,358,120,557,677,0,1,1,0,1,1,0,0,0,1,2,3,7,13,20,0,0,0,0,2,2,0,4,4,1066,df Cedar Rapids 07
1532,Cedar Rapids 08,1709,247,281,528,150,594,744,0,0,0,4,0,4,0,0,0,3,3,6,17,9,26,0,0,0,2,1,3,2,5,7,1318,df Cedar Rapids 08
1533,Cedar Rapids 09,1745,226,215,441,170,570,740,0,0,0,0,0,0,0,0,0,3,0,3,13,14,27,1,0,1,1,2,3,0,6,6,1221,df Cedar Rapids 09
1534,Cedar Rapids 10,2271,363,400,763,223,889,1112,0,0,0,0,2,2,0,1,1,2,2,4,21,8,29,0,0,0,1,2,3,0,0,0,1914,df Cedar Rapids 10
1535,Cedar Rapids 11,2465,420,654,1074,128,925,1053,0,0,0,0,0,0,0,0,0,2,2,4,12,19,31,0,2,2,0,0,0,4,5,9,2173,df Cedar Rapids 11
1536,Cedar Rapids 12,2662,417,536,953,189,1139,1328,2,2,4,0,2,2,0,0,0,3,3,6,5,19,24,0,0,0,1,1,2,3,5,8,2327,df Cedar Rapids 12
1537,Cedar Rapids 13,2306,287,310,597,206,802,1008,0,2,2,0,2,2,0,1,1,3,3,6,10,23,33,0,0,0,0,1,1,4,2,6,1656,df Cedar Rapids 13
1538,Cedar Rapids 14,2060,309,261,570,233,770,1003,0,1,1,3,0,3,0,1,1,2,2,4,14,12,26,1,0,1,4,0,4,0,3,3,1616,df Cedar Rapids 14
1539,Cedar Rapids 15,1525,177,181,358,116,674,790,0,0,0,1,0,1,0,0,0,0,3,3,3,11,14,0,0,0,3,2,5,0,4,4,1175,df Cedar Rapids 15
1540,Cedar Rapids 16,1893,200,224,424,187,890,1077,0,0,0,1,2,3,0,0,0,2,7,9,6,12,18,0,0,0,1,2,3,1,2,3,1537,df Cedar Rapids 16
1541,Cedar Rapids 17,2050,194,140,334,250,704,954,0,3,3,1,3,4,0,0,0,4,1,5,11,19,30,0,2,2,5,3,8,0,2,2,1342,df Cedar Rapids 17
1542,Cedar Rapids 18,1592,223,240,463,151,559,710,0,1,1,0,0,0,0,0,0,0,3,3,11,8,19,0,1,1,3,1,4,2,4,6,1207,df Cedar Rapids 18
1543,Cedar Rapids 19,2416,403,343,746,217,920,1137,0,0,0,0,0,0,1,0,1,2,4,6,14,23,37,0,0,0,2,1,3,2,1,3,1933,df Cedar Rapids 19
1544,Cedar Rapids 20,2572,461,434,895,222,914,1136,0,0,0,0,0,0,0,0,0,1,4,5,20,19,39,1,1,2,2,3,5,0,4,4,2086,df Cedar Rapids 20
1545,Cedar Rapids 21,2271,270,328,598,232,849,1081,1,0,1,0,0,0,0,0,0,6,7,13,26,11,37,0,1,1,8,2,10,1,4,5,1746,df Cedar Rapids 21
1546,Cedar Rapids 22,1575,74,92,166,164,366,530,0,0,0,0,0,0,1,1,2,2,7,9,4,3,7,1,0,1,3,1,4,1,3,4,723,df Cedar Rapids 22
1547,Cedar Rapids 23,1936,134,170,304,206,703,909,0,0,0,0,0,0,0,0,0,4,4,8,6,8,14,0,1,1,1,2,3,4,4,8,1247,df Cedar Rapids 23
1548,Cedar Rapids 24,2247,219,395,614,136,1090,1226,0,0,0,0,0,0,1,0,1,0,4,4,4,14,18,0,0,0,0,2,2,0,8,8,1873,df Cedar Rapids 24
1549,Cedar Rapids 25,2862,441,438,879,208,1278,1486,0,0,0,1,1,2,0,1,1,2,3,5,12,28,40,0,0,0,3,4,7,2,4,6,2426,df Cedar Rapids 25
1550,Cedar Rapids 26,2420,253,265,518,214,1204,1418,0,0,0,0,2,2,0,0,0,1,2,3,16,12,28,0,0,0,0,3,3,4,4,8,1980,df Cedar Rapids 26
1551,Cedar Rapids 27,1864,221,238,459,178,657,835,0,0,0,0,0,0,0,0,0,2,2,4,16,17,33,0,0,0,1,1,2,1,0,1,1334,df Cedar Rapids 27
1552,Cedar Rapids 28,2390,339,319,658,210,846,1056,0,0,0,0,2,2,0,2,2,0,6,6,17,19,36,0,3,3,2,4,6,3,4,7,1776,df Cedar Rapids 28
1553,Cedar Rapids 29,2047,282,262,544,198,798,996,0,0,0,0,0,0,0,0,0,0,1,1,7,9,16,0,0,0,6,1,7,1,0,1,1565,df Cedar Rapids 29
1554,Cedar Rapids 30,2152,363,276,639,222,787,1009,1,0,1,0,1,1,0,0,0,3,1,4,13,15,28,0,0,0,2,2,4,4,7,11,1697,df Cedar Rapids 30
1555,Cedar Rapids 31,2682,545,443,988,265,1005,1270,1,2,3,0,0,0,0,0,0,2,2,4,15,18,33,0,0,0,3,1,4,2,8,10,2312,df Cedar Rapids 31
1556,Cedar Rapids 32,1872,228,233,461,217,649,866,1,0,1,1,0,1,0,0,0,1,0,1,8,14,22,1,0,1,2,0,2,4,1,5,1360,df Cedar Rapids 32
1557,Cedar Rapids 33,2323,248,281,529,240,786,1026,0,0,0,1,3,4,0,0,0,7,7,14,17,20,37,0,0,0,6,1,7,2,4,6,1623,df Cedar Rapids 33
1558,Cedar Rapids 34,2455,202,290,492,233,894,1127,0,1,1,0,1,1,0,0,0,2,6,8,8,21,29,0,0,0,5,6,11,1,2,3,1672,df Cedar Rapids 34
1559,Cedar Rapids 35,1988,165,171,336,187,783,970,0,1,1,0,1,1,0,0,0,1,2,3,10,19,29,0,0,0,2,2,4,1,2,3,1347,df Cedar Rapids 35
1560,Cedar Rapids 36,2424,376,324,700,235,927,1162,0,0,0,0,0,0,1,0,1,4,6,10,15,11,26,0,0,0,4,3,7,0,1,1,1907,df Cedar Rapids 36
1561,Cedar Rapids 37,2244,332,317,649,205,826,1031,1,0,1,1,2,3,0,0,0,1,4,5,25,6,31,0,0,0,1,4,5,0,4,4,1729,df Cedar Rapids 37
1562,Cedar Rapids 38,1916,256,274,530,195,631,826,1,1,2,0,0,0,0,0,0,0,5,5,8,10,18,0,0,0,2,6,8,0,1,1,1390,df Cedar Rapids 38
1563,Cedar Rapids 39,2768,370,471,841,251,1081,1332,0,3,3,0,1,1,0,1,1,5,4,9,19,18,37,0,0,0,3,0,3,4,2,6,2233,df Cedar Rapids 39
